Policy,SAT/UNSAT,Solve Time (ms),lg(tuple),Count Time (ms),lg(principal),lg(action),lg(resource)
/samples/iam/exp_single/iam_user_access_to_s3_uploads_fail/fixed.json,SAT,931.09,802.5906090638623,56.7349,0.0,4.392317422778761,800.0056465631411
/samples/iam/exp_single/iam_user_access_to_s3_uploads_fail/initial.json,SAT,615.922,696.0056465631412,13.4091,0.0,3.0,696.0056465631412
/samples/iam/exp_single/iam_role_policy_modify_iam_but_not_own_policies/policy.json,SAT,894.345,802.3275746580285,10.4865,0.0,2.321928094887362,800.0056465631411
/samples/iam/exp_single/iam_specify_all_users_in_account_bucket_policy/policy2.json,SAT,391.999,1326.5190877664809,31.0115,800.0056465631411,6.507794640198696,520.0056465631411
/samples/iam/exp_single/iam_specify_all_users_in_account_bucket_policy/policy1.json,SAT,344.017,0.0,4.77231,0.0,0.0,0.0
/samples/iam/exp_single/iam_policy_allow_adding_deleting_users/fixed.json,SAT,1049.93,575.1754929842821,5.78459,0.0,1.0,574.1754929842821
/samples/iam/exp_single/iam_policy_allow_adding_deleting_users/initial.json,SAT,893.151,1601.0112931262822,4.24962,0.0,1.0,800.0056465631411
/samples/iam/exp_single/iam_simplest_policy/policy.json,SAT,2267.69,807.8636275582688,76.1077,0.0,7.857980995127572,800.0056465631411
